14,49,48
32,25,41
3,66,84
83,22,6
36,78,53
22,58,22
3,23,78
85,38,93
33,75,3
81,59,9
14,36,99
74,88,27
59,68,88
28,83,7
60,18,21
96,50,41
96,43,46
18,1,23
21,34,16
70,55,48
65,99,80
65,76,69
81,57,4
69,23,47
9,34,72
6,53,72
65,98,76
72,2,86
21,5,74
77,53,98
34,56,30
3,83,33
57,72,100
20,13,44
11,77,32
46,18,66
43,63,42
29,64,78
24,8,11
48,79,42
33,95,10
99,2,21
18,42,94
52,78,16
8,3,82
72,84,55
97,32,61
16,88,9
51,57,89
55,60,9
66,70,94
67,98,11
13,19,68
71,12,63
69,94,23
59,54,77
21,2,15
3,73,30
87,36,48
97,39,29
19,46,65
55,56,66
10,81,5
83,90,68
1,72,86
69,89,51
74,95,57
21,98,42
23,11,34
32,33,57
49,47,74
50,6,76
64,89,5
10,47,8
89,51,8
93,59,99
76,2,95
61,19,91
43,71,37
17,49,27
41,62,3
61,91,33
37,30,57
62,34,62
93,80,9
32,28,36
8,93,23
50,34,45
53,88,48
36,65,43
44,93,12
24,83,66
2,51,80
18,33,46
63,76,49
88,100,22
34,49,90
56,73,76
24,32,88
65,1,15
69,75,53
86,4,65
23,40,70
32,26,56
86,20,81
56,82,100
81,82,68
7,95,13
58,75,94
75,61,94
70,2,37
98,75,15
57,11,32
25,65,25
98,88,22
80,96,81
51,53,91
51,87,45
62,39,4
4,1,53
14,65,47
12,41,97
99,78,69
38,36,70
21,31,67
56,95,3
83,42,83
6,83,9
55,56,41
15,82,86
66,89,94
33,37,42
85,40,71
6,98,88
73,65,14
40,15,66
93,95,44
83,48,51
49,20,53
7,21,27
56,14,86
71,87,38
6,3,78
74,15,9
36,51,94
5,83,59
64,47,98
90,96,66
28,48,98
65,27,31
39,35,29
71,96,93
68,60,91
37,23,57
44,3,27
13,9,31
72,93,100
76,68,17
42,32,34
57,21,20
81,9,63
23,12,20
95,37,77
9,3,3
83,63,89
91,26,98
99,71,51
81,45,53
83,57,77
25,98,32
38,36,70
67,45,84
73,65,73
26,14,90
58,97,25
19,48,91
10,85,45
76,31,63
54,54,74
4,37,80
79,19,16
49,80,2
12,40,31
78,7,87
65,1,55
60,84,74
16,67,42
75,33,3
92,15,86
67,44,71
40,2,25
57,21,5
92,70,85
86,8,98
37,21,49
36,25,27
16,30,67
26,47,47
18,58,85
7,79,45
18,59,46
33,55,79
10,2,42
70,100,67
42,57,63
83,57,19
41,43,72
77,69,13
96,41,87
63,75,76
88,72,33
30,44,40
38,8,63
94,36,60
65,16,81
100,54,40
63,9,30
91,97,53
94,67,45
84,16,32
99,20,22
21,14,21
30,43,86
28,13,95
25,19,13
12,55,6
34,3,38
50,70,41
17,90,71
21,35,90
8,33,8
5,96,79
86,54,44
4,35,96
44,5,71
7,9,89
12,98,17
35,14,41
13,75,81
75,24,80
2,94,23
81,89,67
89,50,98
22,39,89
3,21,64
22,5,75
64,12,36
42,7,38
80,72,72
74,8,7
12,93,54
64,40,6
42,56,64
66,47,18
79,82,18
77,89,54
46,23,58
82,98,9
68,91,93
79,24,46
97,57,75
74,20,96
16,19,62
55,67,24
34,25,86
35,5,88
17,6,59
37,61,1
67,44,93
91,10,30
41,33,27
82,18,25
80,81,73
50,54,52
67,62,78
60,33,5
21,68,68
12,96,85
76,91,80
63,75,33
54,61,67
2,75,78
6,58,60
29,68,27
14,49,69
79,78,3
18,61,21
74,92,37
17,91,5
75,71,55
17,55,34
37,39,7
47,67,94
63,43,23
61,90,71
98,98,29
8,99,4
69,75,17
99,54,95
9,25,33
87,74,73
42,53,22
96,26,84
46,92,45
23,27,33
59,90,84
96,66,28
62,25,12
1,67,75
3,89,73
16,28,47
88,93,72
81,52,3
36,32,89
53,11,30
74,17,22
24,96,24
32,9,1
19,42,59
40,56,37
17,44,3
13,19,11
37,58,76
32,51,97
50,70,30
86,34,59
92,92,35
22,31,72
20,34,70
44,55,19
15,5,59
75,33,88
52,27,3
35,80,16
10,1,12
15,36,45
25,6,9
42,81,24
63,18,78
84,56,78
87,13,91
22,34,79
24,44,39
84,43,57
59,36,31
18,75,31
92,49,83
57,19,65
86,33,13
19,1,99
52,37,80
67,22,40
8,16,80
39,22,12
66,9,53
3,15,36
4,62,9
84,99,33
93,4,76
90,22,14
50,80,23
65,23,79
33,94,100
72,32,8
10,59,70
74,9,28
87,25,30
75,43,85
50,46,89
58,80,85
35,82,26
93,2,73
69,94,72
41,80,40
9,57,34
12,70,98
75,78,48
20,76,58
29,39,28
5,45,48
18,72,6
32,95,63
26,65,100
91,87,24
50,18,75
92,90,75
38,15,13
18,32,32
70,77,93
32,76,63
98,26,75
62,54,99
16,53,41
75,9,61
21,98,82
35,6,61
61,63,100
3,75,12
18,74,47
87,84,67
99,22,4
3,61,77
2,4,1
21,74,92
84,28,21
1,91,82
10,42,28
24,69,98
82,33,41
11,44,58
12,21,77
68,55,17
64,3,80
80,16,46
10,80,39
34,43,2
13,84,11
64,78,35
8,23,87
27,74,60
22,85,27
37,93,24
4,67,96
62,93,87
74,29,49
73,21,5
33,56,21
52,10,10
86,13,13
41,34,9
4,5,14
10,42,70
7,3,37
56,60,39
5,40,33
55,65,61
89,99,24
6,68,16
38,22,26
13,21,28
94,63,22
20,44,5
17,17,11
32,78,68
76,34,85
55,87,3
25,91,41
49,48,28
99,39,15
86,95,31
33,68,37
92,44,12
11,68,65
22,28,31
46,73,91
34,100,27
64,93,46
88,66,43
43,23,40
60,77,31
75,61,45
85,68,51
71,5,57
71,3,83
45,2,60
25,93,33
42,68,16
28,40,88
32,16,29
2,76,99
13,7,30
61,58,80
29,78,49
78,4,29
26,28,66
35,83,91
89,44,30
42,16,75
55,1,78
79,76,33
94,98,100
2,9,51
14,61,15
23,66,53
55,74,73
56,54,13
44,9,18
96,10,60
24,74,63
29,13,42
28,61,84
78,60,57
97,28,87
23,27,13
49,79,76
77,82,50
44,4,55
70,6,37
7,16,98
80,15,45
50,51,78
90,28,11
35,30,14
12,12,42
71,65,19
41,71,36
61,78,20
6,4,13
1,33,50
35,40,99
35,30,95
11,40,50
64,57,85
99,87,34
41,98,93
88,84,44
55,78,25
32,98,34
83,26,60
82,62,21
97,27,62
36,65,91
92,42,65
68,4,44
26,93,78
73,8,20
52,23,95
41,34,25
74,19,30
90,46,80
28,60,80
86,41,76
24,5,9
27,15,10
23,36,38
61,84,3
37,55,80
98,47,70
72,50,83
33,10,68
45,63,43
28,30,72
79,67,54
3,97,1
12,88,75
66,46,10
92,67,19
77,62,51
80,90,31
20,71,57
28,14,57
91,59,33
35,6,20
11,45,85
79,3,62
52,9,83
34,18,55
86,84,23
20,59,5
89,39,30
66,82,66
4,71,92
91,7,37
81,36,86
54,94,32
5,68,30
42,2,34
42,14,91
61,93,12
8,6,68
53,49,21
2,95,4
83,92,34
39,44,53
24,46,10
40,80,18
42,51,47
37,44,22
7,24,68
72,73,20
55,76,60
64,21,34
93,81,39
29,100,90
5,34,74
32,52,53
63,75,17
8,45,44
17,41,60
55,55,80
20,9,89
47,45,100
52,100,25
98,3,45
76,29,39
35,14,61
75,46,46
61,32,49
7,69,62
43,6,100
80,3,48
75,100,50
48,60,15
84,71,12
56,88,68
64,14,32
84,37,22
5,39,43
11,97,27
2,7,49
7,57,45
95,84,83
5,22,17
79,35,92
30,80,94
66,56,32
39,44,28
99,44,12
71,93,65
73,28,11
65,47,3
64,56,1
58,33,15
26,66,94
56,23,47
88,10,61
32,13,56
91,9,92
49,26,31
92,48,83
15,76,96
60,76,68
13,38,75
97,21,20
49,75,62
74,90,8
61,7,47
100,100,66
11,30,64
84,45,6
10,13,35
81,65,29
99,5,20
89,35,19
13,27,38
9,7,36
31,85,64
99,100,49
3,54,100
58,27,40
12,83,76
81,28,34
83,7,45
9,34,63
93,27,68
13,74,37
16,44,25
7,93,49
50,64,4
3,10,12
67,96,78
95,100,12
45,64,5
86,74,74
41,4,6
49,62,76
66,78,95
92,88,2
30,51,87
67,14,26
2,4,31
59,26,76
14,23,47
71,99,12
33,91,55
85,9,48
99,49,69
21,65,70
88,87,79
20,98,50
47,53,35
83,17,30
28,56,86
98,92,69
46,100,14
86,95,80
73,50,12
38,7,19
27,68,96
69,28,64
81,100,49
81,96,17
48,16,37
25,17,54
13,73,71
35,68,33
74,38,56
36,63,52
83,98,78
84,91,28
56,79,24
65,65,52
18,61,92
57,75,61
65,99,16
83,28,17
94,80,74
95,71,75
41,40,63
61,33,98
25,28,15
58,93,67
22,6,80
72,100,41
29,85,31
65,41,71
77,12,18
21,40,24
99,69,13
35,29,25
50,56,95
21,15,13
45,77,56
28,20,97
32,9,72
22,70,53
65,25,32
87,9,17
92,9,55
47,62,13
54,36,41
52,42,11
47,77,96
13,13,59
37,38,65
86,25,60
23,37,46
61,98,86
65,98,70
61,35,35
69,7,35
56,72,44
35,15,49
21,33,93
5,10,7
56,43,45
91,93,65
73,4,16
76,36,69
46,44,19
22,5,4
51,87,55
72,19,31
83,69,63
22,19,22
19,75,55
4,1,65
6,20,67
34,40,63
88,67,84
6,10,63
81,5,87
40,36,97
14,18,51
93,90,69
86,86,96
80,20,48
49,34,43
5,81,87
8,53,13
11,7,91
8,9,15
34,65,91
57,59,12
4,75,32
22,54,35
92,25,41
96,97,70
98,12,99
97,89,25
86,59,80
43,42,52
84,17,45
84,100,64
66,36,68
82,30,1
67,27,93
29,21,57
100,27,46
47,60,38
25,32,13
86,28,12
57,50,90
37,85,4
3,24,81
68,80,77
81,7,84
68,92,70
69,17,1
24,58,1
10,70,54
10,38,9
56,23,93
5,63,68
94,35,40
48,79,93
23,58,70
92,42,84
3,27,17
87,48,96
76,51,16
92,88,21
87,9,93
19,93,95
64,16,46
54,25,65
37,66,99
74,64,24
82,68,56
34,81,65
35,34,12
66,39,86
43,3,56
53,4,7
84,15,77
28,62,8
98,22,63
22,25,86
58,34,16
40,38,69
54,23,10
75,66,24
58,7,38
18,58,3
92,33,25
67,74,16
32,33,92
74,62,55
43,67,45
55,18,72
32,63,68
3,29,68
82,54,17
1,72,32
6,69,8
41,92,41
33,60,14
8,89,33
60,45,3
93,81,20
41,34,95
49,91,57
32,62,48
75,73,16
28,52,91
50,47,22
53,90,25
58,14,67
4,15,61
40,25,4
72,70,3
73,23,24
50,58,83
18,53,98
97,92,95
55,93,9
90,93,29
30,50,87
50,81,78
29,11,37
29,23,30
27,10,8
15,76,68
55,7,77
59,8,80
17,39,82
47,87,35
72,60,4
38,41,54
35,88,6
50,7,46
23,86,62
8,26,18
5,39,94
62,41,4
97,29,49
92,74,76
38,48,75
48,71,95
36,71,24
11,1,20
95,21,56
76,22,19
27,45,17
48,60,83
17,42,33
100,6,23
48,78,49
15,54,80
34,51,92
46,16,12
94,2,6
93,42,78
78,66,24
3,95,40
80,21,74
81,20,38
39,18,68
90,90,85
76,79,97
41,78,68
93,41,42
50,56,4
58,64,63
86,10,35
57,81,97
69,20,35
83,46,75
28,25,99
82,48,30
77,77,100
17,79,21
50,15,37
8,52,30
64,90,54
79,66,48
32,46,52
32,6,72
89,68,92
35,67,82
57,84,10
87,53,3
24,11,81
10,21,13
89,6,91
83,94,7
53,57,13
80,51,65
17,44,69
16,54,100
56,52,50
12,87,29
67,72,92
52,43,30
89,5,6
18,94,82
2,18,76
14,41,88
45,59,26
15,96,93
93,80,93
78,78,63
43,30,40
7,86,62
7,65,56
79,8,16
59,11,29
88,33,71
94,41,73
21,17,16
6,99,36
51,67,51
95,86,42
24,26,51
76,62,75
56,60,95
92,54,24
68,87,80
3,89,86
95,87,78
81,4,46
99,29,14
27,89,21
29,27,60
35,4,42
66,3,85
82,28,29
42,44,5
94,8,22
57,72,97
47,32,41
30,76,67
94,1,33
62,75,88
96,22,94
72,76,45
82,52,69
97,81,26
75,37,18
87,65,83
40,60,83
31,24,80
86,56,81
34,100,99
33,58,96
55,75,62
25,97,30
49,48,8
44,41,17
13,62,39
3,23,26
82,25,71
35,98,89
44,73,90
48,72,93
32,83,100
1,55,11
2,99,18
24,77,47
48,88,75
58,68,65
14,12,37
10,4,13
61,81,65
44,96,60
8,97,13
91,43,88
70,94,65
55,82,81
95,45,51
99,46,68
75,84,99
76,5,15
20,71,91
69,52,58
47,76,36
84,48,92
72,54,28
25,15,98
52,33,56
38,98,86
61,89,9
66,20,71
64,91,79
52,9,93
87,78,9
57,68,3
100,16,13
25,85,72
6,89,95
72,1,37
20,65,95
4,96,11
11,43,28
80,5,66
56,75,55
34,75,89
58,45,76
99,17,58
25,33,54
96,49,90
48,31,13
23,28,42
86,85,16
78,12,96
53,85,20
64,92,65
18,74,37
86,25,79
76,11,5
54,75,13
29,87,13
89,22,81
55,61,59
1,32,82
63,11,12
9,83,73
56,1,41
8,68,90
78,29,49
13,80,13
87,92,90
61,100,62
46,92,79
11,10,25
18,76,67
33,98,90
22,28,64
79,18,81
92,66,4
55,40,88
94,70,34
67,47,98
18,33,97
19,83,69
86,42,59
12,96,70
85,39,98
26,45,60
72,44,54
68,72,65
68,17,3
4,79,99
70,2,35
44,71,22
59,82,60
13,48,73
71,14,62
12,23,70
56,9,25
48,61,47
34,44,13
82,78,56
84,84,96
15,33,38
60,89,65
27,10,40
72,37,20
28,15,29
2,18,9
26,48,27
28,4,29
3,10,72
67,81,99
21,91,59
61,65,98
53,57,47
75,28,33
62,61,92
60,43,32
2,51,53
23,84,89
93,14,31
34,34,25
52,63,36
56,95,11
28,19,99
14,39,94
100,73,61
41,67,3
17,52,8
83,92,83
11,53,38
29,39,99
41,14,33
92,38,20
96,13,5
45,55,37
70,45,10
18,97,2
22,36,38
84,98,56
64,67,7
91,36,32
64,49,22
49,74,7
28,14,45
76,61,71
46,10,14
21,69,75
61,61,78
1,40,18
54,91,28
57,16,56
73,36,90
79,12,70
36,61,22
81,74,34
97,75,80
58,62,34
20,36,49
52,17,55
35,12,28
16,92,40
27,89,87
38,32,100
54,75,26
34,23,74
87,17,4
46,30,23
23,96,26
60,15,25
63,45,35
18,52,17
27,57,11
97,78,16
79,1,71
59,44,43
81,34,68
43,41,4
96,88,100
90,1,9
95,30,3
39,61,62
22,23,66
6,49,38
4,47,76
3,94,3
71,81,56
86,32,72
78,40,76
76,37,17
54,90,49
78,92,12
57,30,25
59,20,57
67,28,44
79,88,45
84,21,38
89,73,4
86,27,34
30,7,9
99,43,30
33,61,87
24,84,45
65,22,100
9,98,22
7,63,13
76,58,93
1,94,88
9,87,79
49,65,24
62,36,60
10,5,72
21,28,54
17,58,85
78,100,76
36,54,89
39,73,94
19,75,26
35,27,4
63,91,15
33,56,53
39,14,55
73,81,77
66,38,77
39,8,14
48,33,69
97,23,11
68,30,96
66,87,45
42,42,42
89,4,64
31,70,78
77,68,28
32,67,19
60,41,63
78,83,93
10,16,81
34,73,87
56,44,99
42,100,48
34,21,53
39,63,32
37,30,23
13,54,73
61,25,41
45,78,34
47,1,26
59,88,84
22,3,16
12,45,30
67,10,96
76,15,35
6,47,92
93,1,7
80,51,93
21,47,78
58,42,70
100,78,22
11,95,47
29,50,21
14,77,91
17,99,76
15,67,12
83,76,46
77,7,39
39,41,75
61,55,68
45,85,90
88,80,5
5,29,19
33,34,98
98,62,16
54,8,57
21,61,31
100,100,10
84,55,59
67,84,18
27,8,48
81,17,95
21,100,65
56,79,59
80,95,73
46,63,13
27,21,79
54,44,17
33,34,79
45,99,85
22,99,86
73,32,97
54,10,25
33,13,19
27,60,72
30,7,73
54,13,90
35,96,10
23,1,9
57,34,68
87,11,11
57,1,94
93,47,88
43,87,32
9,14,54
53,85,81
87,9,50
40,40,56
96,84,44
74,58,72
96,59,77
63,35,93
15,100,11
43,51,62
49,35,45
66,71,58
92,27,13
60,34,62
15,23,25
16,54,70
26,94,51
33,23,52
57,100,53
89,58,17
39,13,32
92,54,58
72,56,95
69,69,50
50,76,54
32,13,88
35,53,18
52,8,28
34,37,8
55,79,49
88,61,38
16,1,43
16,89,46
90,5,5
78,78,25
58,6,55
71,92,52
23,13,70
73,28,56
51,94,50
24,80,11
85,15,17
51,15,88
57,71,18
76,24,7
13,9,26
95,69,26
72,14,74
29,99,69
16,5,72
35,58,58
43,30,95
26,70,23
24,14,24
24,85,78
13,6,91
31,30,8
2,69,19
33,62,77
19,99,10
39,18,57
29,68,68
85,17,19
61,60,82
78,6,48
50,48,85
80,52,95
29,40,58
54,21,38
76,64,49
44,70,33
98,98,6
59,71,90
13,25,23
32,26,18
58,28,51
81,77,49
58,14,51
47,50,67
81,95,69
17,67,4
28,60,29
32,89,10
59,12,89
35,33,21
44,2,51
63,62,78
60,3,80
59,38,60
87,47,36
19,94,39
2,80,35
44,55,22
98,60,30
97,64,53
38,20,34
33,37,25
7,95,55
14,37,47
80,83,77
91,29,47
96,25,30
65,99,29
56,90,12
7,22,62
16,38,100
100,44,90
17,1,82
86,56,88
55,80,3
63,99,2
44,90,75
40,1,69
45,18,68
22,79,16
27,40,42
97,83,65
16,56,42
57,8,24
58,73,8
66,76,40
53,42,36
44,26,19
82,39,33
35,13,77
6,95,65
64,19,22
61,16,9
4,91,67
48,69,64
63,35,92
86,48,73
1,36,11
91,5,25
77,79,1
27,57,66
12,45,95
83,77,42
57,1,76
7,28,4
54,49,48
42,39,49
46,60,100
72,48,48
44,3,76
35,31,92
30,64,29
59,80,88
87,49,23
50,11,63
5,41,9
96,66,23
78,79,15
77,46,49
14,89,18
49,60,61
72,13,14
2,55,3
50,100,49
36,3,10
60,96,40
31,37,94
71,18,52
3,11,83
48,57,67
58,88,86
12,5,49
24,90,94
71,28,53
8,12,29
98,23,92
87,56,83
10,67,62
49,12,32
76,8,96
63,38,51
89,65,80
54,97,20
50,93,19
24,1,96
30,40,36
32,83,80
41,87,62
6,10,41
1,15,49
75,53,59
87,4,37
66,83,99
64,37,26
4,97,38
17,64,76
63,89,50
96,66,81
47,35,85
33,68,7
30,63,41
12,88,2
33,69,74
15,28,46
5,53,45
91,62,49
64,53,48
98,89,29
50,6,40
41,91,60
24,25,18
30,45,77
78,6,86
32,11,1
30,51,65
37,35,23
71,68,69
8,100,31
5,84,86
23,70,96
23,2,10
34,39,53
100,94,96
13,32,66
97,76,5
29,4,32
83,15,76
37,19,65
15,92,82
6,9,8
56,62,47
21,84,34
98,99,15
57,4,78
33,55,53
15,61,7
29,63,98
11,79,63
57,86,89
83,17,78
60,100,95
57,52,93
55,89,60
66,14,68
83,31,28
98,49,73
95,86,37
96,64,80
90,65,82
71,75,98
97,28,56
73,67,44
48,75,51
83,6,95
40,66,13
22,65,93
50,20,62
57,42,56
49,100,96
38,41,26
58,3,31
61,97,74
47,21,37
51,30,30
64,14,77
37,23,60
56,4,96
69,32,73
17,43,47
41,77,59
55,86,5
20,44,4
83,79,93
54,7,30
44,2,56
35,86,65
64,39,52
92,35,95
29,18,21
76,50,84
17,49,38
83,23,62
37,63,8
78,58,72
77,13,82
19,16,4
43,60,39
59,60,66
10,13,27
61,49,60
93,34,4
84,80,49
28,94,38
60,92,98
62,77,36
73,90,21
87,1,19
7,76,53
38,65,54
89,71,14
61,20,38
68,28,31
86,89,53
99,39,86
91,79,11
30,56,6
1,100,49
97,83,93
91,18,24
48,76,4
28,15,69
70,71,55
46,87,51
91,5,70
67,65,5
25,88,53
79,88,46
14,8,36
23,27,7
100,26,8
22,2,8
33,34,78
52,88,89
25,60,6
19,38,17
56,100,72
85,25,21
7,7,22
59,33,59
31,31,80
68,95,50
24,30,23
49,32,45
69,12,94
42,70,2
89,85,37
27,84,32
5,16,21
82,88,60
64,7,8
80,85,95
25,38,48
36,52,33
90,42,96
6,99,86
14,99,12
65,83,13
98,27,3
93,46,25
81,36,85
86,49,10
17,68,38
13,10,66
89,3,2
52,53,5
78,86,80
34,13,64
90,31,53
61,91,13
14,59,24
13,21,36
50,33,55
4,67,14
24,8,30
13,49,21
75,14,27
19,79,90
70,89,63
40,31,74
56,42,79
4,99,71
41,8,86
7,96,12
54,34,100
55,2,25
14,44,70
55,26,35
95,98,71
5,76,62
84,7,87
58,55,41
10,47,25
53,78,65
90,55,52
14,58,6
86,75,95
100,85,12
12,97,17
90,50,92
13,78,26
24,23,28
26,100,55
65,47,1
54,34,4
68,56,16
66,96,85
9,22,46
38,16,90
49,30,50
10,23,56
62,72,95
25,37,96
52,32,63
91,94,79
3,40,18
71,54,92
27,40,11
30,31,76
12,55,5
7,27,58
61,80,77
46,62,3
3,15,89
99,25,5
15,46,21
82,99,45
8,39,54
97,76,70
80,48,26
57,60,27
100,35,39
49,41,48
95,7,49
6,69,7
9,21,2
93,27,30
77,15,71
82,96,72
5,90,74
99,97,58
27,38,39
11,29,68
58,48,69
57,9,58
84,39,95
73,65,56
32,62,1
39,35,47
89,5,89
71,68,26
95,17,92
16,48,5
29,65,83
42,15,17
42,72,28
42,18,99
24,44,55
17,40,67
67,97,89
68,37,59
43,18,74
41,33,92
43,92,10
8,56,66
99,46,8
25,35,60
31,2,46
87,34,70
49,84,33
62,56,84
6,7,56
34,34,42
69,48,27
80,21,42
8,12,30
66,1,23
84,59,35
26,93,27
45,76,30
63,32,61
90,13,15
43,50,74
15,32,60
87,40,49
40,26,83
64,33,4
15,69,64
44,68,30
85,14,52
3,72,78
43,35,60
40,78,20
25,72,97
25,49,90
31,65,93
47,56,16
94,10,67
39,84,67
22,68,72
74,16,81
87,43,10
95,77,58
27,83,72
27,9,7
37,96,23
28,38,66
52,64,93
59,75,23
35,90,68
60,72,8
89,17,29
76,32,55
61,59,16
1,73,36
75,16,35
62,2,38
17,56,55
79,66,9
17,80,8
39,95,71
17,50,72
44,61,19
55,34,12
32,94,37
97,38,54
9,62,41
44,75,89
99,39,16
94,34,37
16,63,46
8,50,56
55,2,87
44,35,16
35,4,32
69,39,97
18,23,68
47,77,80
49,96,14
15,60,52
25,92,19
16,75,15
73,93,21
60,48,11
68,83,31
16,72,94
30,75,65
25,50,5
28,57,65
50,19,28
92,46,88
73,45,70
48,22,30
42,56,52
22,69,82
6,72,43
61,26,72
13,40,35
27,40,56
27,12,74
58,77,99
55,74,11
73,46,8
13,71,15
46,25,80
2,3,54
